NN_Topology,HWType,Precision,Op mode,batch/thread/stream,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1 [%],top5 [%],Base_Pwr_W,Idle_Pwr_W,Full_Pwr_W,GOPS,PruningFactor,level
MLP,NCS,FP16,na,64,47.9514,427.188,1334.68,0.904614,2.82633,98.75,,0.53,1.2,1.985,,50%,l3
MLP,NCS,FP16,na,128,93.3654,429.768,1370.96,0.910078,2.90314,98.75,,0.53,1.2,2.01,,50%,l3
MLP,TPU,INT8,slow,1,,,,,,,,,,,,50%,l3
MLP,TPU,INT8,fast,1,,,,,,,,,,,,50%,l3
MLP,GPU,FP16,maxn,1,0.294436,1831.84,3479.36,3.87911,7.36789,97.46,,1.8,5.7,11.935,,50%,l3
MLP,GPU,FP16,maxn,2,0.306961,3002.93,6664.67,6.35901,14.1131,97.46,,1.8,5.7,11.91,,50%,l3
MLP,GPU,FP16,maxn,4,0.316457,4471.62,13287.8,9.46909,28.1383,97.46,,1.8,5.7,12.111,,50%,l3
MLP,GPU,FP16,maxn,8,0.452281,5505.38,18294.9,11.6582,38.7412,97.46,,1.8,5.7,12.046,,50%,l3
MLP,GPU,FP16,maxn,16,0.470938,6872.48,35096.1,14.5532,74.3196,97.46,,1.8,5.7,13.36,,50%,l3
MLP,GPU,FP16,maxn,32,0.652594,7474.45,73695.6,15.8279,156.058,97.46,,1.8,5.7,12.231,,50%,l3
MLP,GPU,FP16,maxn,64,0.80625,8126.98,108383,17.2097,229.511,97.46,,1.8,5.7,11.843,,50%,l3
MLP,GPU,FP16,maxn,128,1.03713,8533.33,162308,18.0702,343.703,97.46,,1.8,5.7,13.539,,50%,l3
MLP,GPU,FP16,maxq,1,0.384808,1458.69,2632.49,3.08892,5.57457,97.46,,1.8,4.15,6.93,,50%,l3
MLP,GPU,FP16,maxq,2,0.402541,2295.96,5029.47,4.86193,10.6504,97.46,,1.8,4.15,7,,50%,l3
MLP,GPU,FP16,maxq,4,0.41775,3346.41,9633.57,7.08635,20.4,97.46,,1.8,4.15,7.036,,50%,l3
MLP,GPU,FP16,maxq,8,0.590836,4015.69,13403,8.50362,28.3821,97.46,,1.8,4.15,7.622,,50%,l3
MLP,GPU,FP16,maxq,16,0.615344,4853.08,26276.6,10.2769,55.6434,97.46,,1.8,4.15,7.326,,50%,l3
MLP,GPU,FP16,maxq,32,0.672687,5475.94,51428.9,11.5958,108.906,97.46,,1.8,4.15,6.702,,50%,l3
MLP,GPU,FP16,maxq,64,1.04856,5785.31,79158.9,12.251,167.627,97.46,,1.8,4.15,6.563,,50%,l3
MLP,GPU,FP16,maxq,128,1.35688,6023.53,114120,12.7554,241.661,97.46,,1.8,4.15,7.359,,50%,l3
MLP,GPU,FP16,maxp,1,0.335562,1526.08,3009.65,3.23163,6.37323,97.46,,1.8,4.7,8.718,,50%,l3
MLP,GPU,FP16,maxp,2,0.356855,2386.95,5676.31,5.0546,12.0201,97.46,,1.8,4.7,8.65,,50%,l3
MLP,GPU,FP16,maxp,4,0.354211,3482.99,11532.1,7.37559,24.4203,97.46,,1.8,4.7,8.868,,50%,l3
MLP,GPU,FP16,maxp,8,0.50943,4179.59,15901.4,8.8507,33.6727,97.46,,1.8,4.7,8.795,,50%,l3
MLP,GPU,FP16,maxp,16,0.527234,5044.33,30770.2,10.6819,65.1589,97.46,,1.8,4.7,9.686,,50%,l3
MLP,GPU,FP16,maxp,32,0.628219,5505.38,62458.1,11.6582,132.261,97.46,,1.8,4.7,9.003,,50%,l3
MLP,GPU,FP16,maxp,64,0.898875,5851.43,94587.1,12.391,200.298,97.46,,1.8,4.7,8.679,,50%,l3
MLP,GPU,FP16,maxp,128,1.12688,6168.67,141671,13.0628,300.003,97.46,,1.8,4.7,9.883,,50%,l3
MLP,GPU,FP32,maxn,1,0.289018,1896.3,3415.22,4.0156,7.23208,97.46,,1.8,5.7,12.244,,50%,l3
MLP,GPU,FP32,maxn,2,0.326082,2976.74,6159.73,6.30355,13.0438,97.46,,1.8,5.7,12.607,,50%,l3
MLP,GPU,FP32,maxn,4,0.322668,4452.17,12405.4,9.42792,26.2696,97.46,,1.8,5.7,12.915,,50%,l3
MLP,GPU,FP32,maxn,8,0.44825,5505.38,17847.2,11.6582,37.7932,97.46,,1.8,5.7,13.564,,50%,l3
MLP,GPU,FP32,maxn,16,0.47275,6826.67,34829.9,14.4561,73.7559,97.46,,1.8,5.7,13.77,,50%,l3
MLP,GPU,FP32,maxn,32,0.521469,7757.58,64760.9,16.4274,137.138,97.46,,1.8,5.7,13.86,,50%,l3
MLP,GPU,FP32,maxn,64,1.07125,7816.79,75111.9,16.5528,159.057,97.46,,1.8,5.7,15.231,,50%,l3
MLP,GPU,FP32,maxn,128,1.27838,8393.44,120414,17.774,254.989,97.46,,1.8,5.7,14.629,,50%,l3
MLP,GPU,FP32,maxq,1,0.382214,1452.48,2598.5,3.07578,5.50258,97.46,,1.8,4.15,7.105,,50%,l3
MLP,GPU,FP32,maxq,2,0.428082,2240.7,4649.26,4.74491,9.84528,97.46,,1.8,4.15,7.023,,50%,l3
MLP,GPU,FP32,maxq,4,0.434738,3324.68,9068.53,7.04033,19.2035,97.46,,1.8,4.15,7.1,,50%,l3
MLP,GPU,FP32,maxq,8,0.598453,4031.5,13370.2,8.5371,28.3128,97.46,,1.8,4.15,7.544,,50%,l3
MLP,GPU,FP32,maxq,16,0.687766,4876.19,26183.9,10.3258,55.447,97.46,,1.8,4.15,7.574,,50%,l3
MLP,GPU,FP32,maxq,32,0.665937,5535.14,48526.2,11.7212,102.759,97.46,,1.8,4.15,7.565,,50%,l3
MLP,GPU,FP32,maxq,64,1.38019,5535.14,55910.5,11.7212,118.396,97.46,,1.8,4.15,8.349,,50%,l3
MLP,GPU,FP32,maxq,128,1.8015,5988.3,68660.3,12.6808,145.395,97.46,,1.8,4.15,7.789,,50%,l3
MLP,GPU,FP32,maxp,1,0.334122,1560.98,2952.86,3.30552,6.25297,97.46,,1.8,4.7,9.321,,50%,l3
MLP,GPU,FP32,maxp,2,0.377549,2398.13,5282.05,5.07827,11.1853,97.46,,1.8,4.7,9.532,,50%,l3
MLP,GPU,FP32,maxp,4,0.38016,3482.99,10581.1,7.37559,22.4066,97.46,,1.8,4.7,9.563,,50%,l3
MLP,GPU,FP32,maxp,8,0.660625,4047.43,15793.7,8.57084,33.4447,97.46,,1.8,4.7,10.24,,50%,l3
MLP,GPU,FP32,maxp,16,0.749047,4807.51,30638.5,10.1804,64.8801,97.46,,1.8,4.7,10.356,,50%,l3
MLP,GPU,FP32,maxp,32,0.790344,5446.81,57302.7,11.5342,121.344,97.46,,1.8,4.7,10.371,,50%,l3
MLP,GPU,FP32,maxp,64,1.19806,5720.67,66823.3,12.1141,141.505,97.46,,1.8,4.7,11.478,,50%,l3
MLP,GPU,FP32,maxp,128,1.45425,6095.24,103759,12.9073,219.721,97.46,,1.8,4.7,11.12,,50%,l3
MLP,ZCU102-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MLP,ZCU102-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MLP,ZCU104-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MLP,Ultra96-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MLP,ZCU104-FINN,INT4,,1,0.014,,71428.571,,,98.62,,9.2,14.2,14.475,,50%,l3
MLP,ZCU104-FINN,INT4,,2,0.018,,105263.158,,,98.62,,9.2,14.2,14.34,,50%,l3
MLP,ZCU104-FINN,INT4,,4,0.024,,153846.154,,,98.62,,9.2,14.2,14.41,,50%,l3
MLP,ZCU104-FINN,INT4,,8,0.04,,186046.512,,,98.62,,9.2,14.2,14.385,,50%,l3
MLP,ZCU104-FINN,INT4,,16,0.08,,213333.333,,,98.62,,9.2,14.2,14.4325,,50%,l3
MLP,ZCU104-FINN,INT4,,32,0.128,,226950.355,,,98.62,,9.2,14.2,14.5125,,50%,l3
MLP,ZCU104-FINN,INT4,,64,0.256,,235294.118,,,98.62,,9.2,14.2,14.64,,50%,l3
MLP,ZCU104-FINN,INT4,,128,0.512,,239252.336,,,98.62,,9.2,14.2,14.5875,,50%,l3
MLP,ZCU104-FINN,INT4,,256,1.024,,241737.488,,,98.62,,9.2,14.2,14.98,,50%,l3
MLP,ZCU104-FINN,INT4,,512,2.048,,242884.25,,,98.62,,9.2,14.2,15.1125,,50%,l3
MLP,ZCU104-FINN,INT2,,1,0.008,,125000,,,98.49,,9.2,12.76,13.02,,50%,l3
MLP,ZCU104-FINN,INT2,,2,0.011,,181818.182,,,98.49,,9.2,12.76,12.9975,,50%,l3
MLP,ZCU104-FINN,INT2,,4,0.015,,266666.667,,,98.49,,9.2,12.76,13.005,,50%,l3
MLP,ZCU104-FINN,INT2,,8,0.023,,347826.087,,,98.49,,9.2,12.76,12.94,,50%,l3
MLP,ZCU104-FINN,INT2,,16,0.039,,410256.41,,,98.49,,9.2,12.76,12.9325,,50%,l3
MLP,ZCU104-FINN,INT2,,32,0.072,,444444.444,,,98.49,,9.2,12.76,13.02,,50%,l3
MLP,ZCU104-FINN,INT2,,64,0.138,,463768.116,,,98.49,,9.2,12.76,13.0575,,50%,l3
MLP,ZCU104-FINN,INT2,,128,0.269,,475836.431,,,98.49,,9.2,12.76,13.0375,,50%,l3
MLP,ZCU104-FINN,INT2,,256,0.531,,482109.228,,,98.49,,9.2,12.76,13.13,,50%,l3
MLP,ZCU104-FINN,INT2,,512,1.056,,484848.485,,,98.49,,9.2,12.76,13.185,,50%,l3
MLP,ZCU104-Bismo,INT4,,2,1.1901049,,1680.52412858732,,,98.62,,9.2,14.3,15.275,,50%,l3
MLP,ZCU104-Bismo,INT4,,4,1.9075338,,2096.94842628739,,,98.62,,9.2,14.3,15.2,,50%,l3
MLP,ZCU104-Bismo,INT4,,8,3.340349,,2394.95932910004,,,98.62,,9.2,14.3,15.475,,50%,l3
MLP,ZCU104-Bismo,INT4,,16,6.27726,,2548.88279281088,,,98.62,,9.2,14.3,15.375,,50%,l3
MLP,ZCU104-Bismo,INT4,,32,12.228749,,2616.78443150644,,,98.62,,9.2,14.3,15.35,,50%,l3
MLP,ZCU104-Bismo,INT4,,64,23.566854,,2715.67855429494,,,98.62,,9.2,14.3,15.4,,50%,l3
MLP,ZCU104-Bismo,INT4,,128,46.917617,,2728.1863015336,,,98.62,,9.2,14.3,15.4,,50%,l3
MLP,ZCU104-Bismo,INT2,,2,0.8490053,,2355.69789729228,,,98.49,,9.2,14.3,15.35,,50%,l3
MLP,ZCU104-Bismo,INT2,,4,1.2278494,,3257.72851295933,,,98.49,,9.2,14.3,15.225,,50%,l3
MLP,ZCU104-Bismo,INT2,,8,2.0011013,,3997.79861219419,,,98.49,,9.2,14.3,15.375,,50%,l3
MLP,ZCU104-Bismo,INT2,,16,3.5625733,,4491.13566308937,,,98.49,,9.2,14.3,15.4,,50%,l3
MLP,ZCU104-Bismo,INT2,,32,6.650998,,4811.3080172329,,,98.49,,9.2,14.3,15.325,,50%,l3
MLP,ZCU104-Bismo,INT2,,64,12.741983,,5022.76607965966,,,98.49,,9.2,14.3,15.4,,50%,l3
MLP,ZCU104-Bismo,INT2,,128,25.079286,,5103.81356151846,,,98.49,,9.2,14.3,15.4,,50%,l3
MLP,U96-Quadcore A53,INT4,,2,26.779,,74.6853878038762,,,98.62,,9.2,14.3,15.3535714285714,,50%,l3
MLP,U96-Quadcore A53,INT4,,4,26.904,,148.676776687481,,,98.62,,9.2,14.3,15.3591836734694,,50%,l3
MLP,U96-Quadcore A53,INT4,,8,27.285,,293.201392706615,,,98.62,,9.2,14.3,15.3705539358601,,50%,l3
MLP,U96-Quadcore A53,INT4,,16,33.679,,475.073487930164,,,98.62,,9.2,14.3,15.3630935027072,,50%,l3
MLP,U96-Quadcore A53,INT4,,32,47.012,,680.677273887518,,,98.62,,9.2,14.3,15.3622430386149,,50%,l3
MLP,U96-Quadcore A53,INT4,,64,74.628,,857.586964678137,,,98.62,,9.2,14.3,15.3631175413731,,50%,l3
MLP,U96-Quadcore A53,INT4,,128,129.957,,984.941172849481,,,98.62,,9.2,14.3,15.3604830800426,,50%,l3
MLP,U96-Quadcore A53,INT2,,2,26.684,,74.9512816669165,,,98.49,,9.2,14.3,15.3576604429028,,50%,l3
MLP,U96-Quadcore A53,INT2,,4,27.236,,146.864444118079,,,98.49,,9.2,14.3,15.3582076173958,,50%,l3
MLP,U96-Quadcore A53,INT2,,8,26.752,,299.043062200957,,,98.49,,9.2,14.3,15.3677224472098,,50%,l3
MLP,U96-Quadcore A53,INT2,,16,33.614,,475.992146129589,,,98.49,,9.2,14.3,15.3672026220105,,50%,l3
MLP,U96-Quadcore A53,INT2,,32,46.919,,682.026471152412,,,98.49,,9.2,14.3,15.3648599521541,,50%,l3
MLP,U96-Quadcore A53,INT2,,64,74.5,,859.060402684564,,,98.49,,9.2,14.3,15.3677070915937,,50%,l3
MLP,U96-Quadcore A53,INT2,,128,129.915,,985.259592810684,,,98.49,,9.2,14.3,15.3654004552789,,50%,l3
MNv1,NCS,FP16,na,1,,,,,,,,,,,,50%,l3
MNv1,NCS,FP17,na,2,,,,,,,,,,,,50%,l3
MNv1,NCS,FP18,na,4,,,,,,,,,,,,50%,l3
MNv1,NCS,FP19,na,8,,,,,,,,,,,,50%,l3
MNv1,NCS,FP20,na,16,,,,,,,,,,,,50%,l3
MNv1,NCS,FP21,na,32,,,,,,,,,,,,50%,l3
MNv1,NCS,FP22,na,64,,,,,,,,,,,,50%,l3
MNv1,NCS,FP23,na,128,,,,,,,,,,,,50%,l3
MNv1,TPU,INT8,slow,1,,,,,,,,,,,,50%,l3
MNv1,TPU,INT8,fast,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxn,128,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxn,128,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxq,128,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxq,128,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP16,maxp,128,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,1,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,2,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,4,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,8,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,16,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,32,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,64,,,,,,,,,,,,50%,l3
MNv1,GPU,FP32,maxp,128,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MNv1,ZCU102-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MNv1,ZCU104-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,1,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,2,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,3,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,4,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,5,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,6,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,7,,,,,,,,,,,,50%,l3
MNv1,Ultra96-DPU,INT8,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,1,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,16,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,32,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,64,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,128,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,256,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT4,,512,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,1,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,16,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,32,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,64,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,128,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,256,,,,,,,,,,,,50%,l3
MNv1,ZCU104-FINN,INT2,,512,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,16,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,32,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,64,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT4,,128,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,2,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,4,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,8,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,16,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,32,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,64,,,,,,,,,,,,50%,l3
MNv1,ZCU104-Bismo,INT2,,128,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,2,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,4,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,8,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,16,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,32,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,64,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT4,,128,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,2,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,4,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,8,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,16,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,32,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,64,,,,,,,,,,,,50%,l3
MNv1,U96-Quadcore A53,INT2,,128,,,,,,,,,,,,50%,l3
GNv1,NCS,FP16,na,1,,,,,,,,,,,,50%,l3
GNv1,NCS,FP17,na,2,,,,,,,,,,,,50%,l3
GNv1,NCS,FP18,na,4,,,,,,,,,,,,50%,l3
GNv1,NCS,FP19,na,8,,,,,,,,,,,,50%,l3
GNv1,NCS,FP20,na,16,,,,,,,,,,,,50%,l3
GNv1,NCS,FP21,na,32,,,,,,,,,,,,50%,l3
GNv1,NCS,FP22,na,64,,,,,,,,,,,,50%,l3
GNv1,NCS,FP23,na,128,,,,,,,,,,,,50%,l3
GNv1,TPU,INT8,slow,1,,,,,,,,,,,,50%,l3
GNv1,TPU,INT8,fast,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,2,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,4,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,8,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,16,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,32,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,64,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxn,128,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,2,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,4,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,8,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,16,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,32,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,64,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxn,128,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,2,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,4,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,8,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,16,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,32,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,64,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxq,128,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,2,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,4,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,8,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,16,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,32,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,64,,,,,,,,,,,,50%,l3
GNv1,TX2,FP32,maxq,128,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,1,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,2,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,4,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,8,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,16,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,32,,,,,,,,,,,,50%,l3
GNv1,TX2,FP16,maxp,64,,,,,,,,,,,,50%,l3
